date,port,vessel_type,vessel_availability,open_vessel,availability_date,regional_vessel_supply,active_route_observations,avg_wait_hours,source,source_type
2023-08-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,4.65,1.04,2023-08-01,47.71580718284456,31,36.61064516129032,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-08-01,Visakhapatnam Port (Vizag),Capesize,3.64,0.74,2023-08-01,29.543741650966577,31,50.19096774193549,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-08-01,Visakhapatnam Port (Vizag),MR Tanker,4.68,0.91,2023-08-01,48.252096842885585,62,55.66532258064516,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-08-01,Visakhapatnam Port (Vizag),Panamax,5.65,1.03,2023-08-01,65.68913029500114,93,63.49225806451613,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-09-01,Chennai Port,MR Tanker,6.34,1.42,2023-09-01,78.15168521576844,90,36.550222222222224,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-09-01,Chennai Port,Panamax,5.08,1.11,2023-09-01,55.45435050539667,60,39.75083333333334,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-09-01,Chennai Port,Supramax,6.32,1.41,2023-09-01,77.8281990386596,60,37.14883333333333,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-09-01,Kamarajar Port (Ennore),MR Tanker,4.96,1.05,2023-09-01,53.3529362638273,60,43.6395,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-09-01,Kamarajar Port (Ennore),Panamax,3.92,0.86,2023-09-01,34.48868008232305,30,39.747,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-09-01,Kolkata / Haldia Dock Complex (HDC),Handysize,5.68,1.08,2023-09-01,66.22463728356948,90,58.62122222222222,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-09-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,5.77,1.12,2023-09-01,67.91769338304749,90,55.48822222222222,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-09-01,Paradip Port,Capesize,5.49,0.99,2023-09-01,62.903225806451616,90,65.19944444444444,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-09-01,Paradip Port,MR Tanker,3.32,0.62,2023-09-01,23.812465382890917,30,59.50333333333333,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-09-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.34,1.42,2023-09-01,78.15324635555588,90,36.547333333333334,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-09-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,4.56,1.01,2023-09-01,46.07567644140486,30,37.705666666666666,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-09-01,Visakhapatnam Port (Vizag),Capesize,3.19,0.58,2023-09-01,21.350607981936975,30,64.059,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-09-01,Visakhapatnam Port (Vizag),MR Tanker,4.59,0.89,2023-09-01,46.57764963017832,60,56.17716666666667,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-09-01,Visakhapatnam Port (Vizag),Panamax,5.49,0.99,2023-09-01,62.903225806451616,90,68.923,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-10-01,Chennai Port,MR Tanker,6.41,1.42,2023-10-01,79.3794158887849,93,38.15838709677419,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-10-01,Chennai Port,Panamax,5.05,1.08,2023-10-01,54.891366751431406,62,43.37935483870968,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-10-01,Chennai Port,Supramax,6.22,1.31,2023-10-01,75.99053198879187,62,44.42951612903226,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-10-01,Kamarajar Port (Ennore),MR Tanker,4.78,0.95,2023-10-01,49.9871991241325,62,52.45451612903226,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-10-01,Kamarajar Port (Ennore),Panamax,3.7,0.76,2023-10-01,30.615640372761654,31,48.20741935483871,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-10-01,Kolkata / Haldia Dock Complex (HDC),Handysize,5.61,1.01,2023-10-01,65.0,93,65.34741935483872,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-10-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,5.61,1.01,2023-10-01,65.0,93,66.04655913978495,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-10-01,Paradip Port,Capesize,5.61,1.01,2023-10-01,65.0,93,76.35322580645162,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-10-01,Paradip Port,MR Tanker,3.42,0.65,2023-10-01,25.504030969737247,31,57.66645161290323,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-10-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.34,1.38,2023-10-01,78.15295270664532,93,40.42795698924731,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-10-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,4.51,0.97,2023-10-01,45.094893655085734,31,41.46064516129032,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-10-01,Visakhapatnam Port (Vizag),Capesize,3.47,0.67,2023-10-01,26.43019748606466,31,55.95258064516129,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-10-01,Visakhapatnam Port (Vizag),MR Tanker,4.41,0.79,2023-10-01,43.372769932427765,62,64.69451612903225,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-10-01,Visakhapatnam Port (Vizag),Panamax,5.61,1.01,2023-10-01,65.0,93,74.31849462365591,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-11-01,Chennai Port,MR Tanker,6.37,1.43,2023-11-01,78.63443767311509,90,35.656888888888886,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-11-01,Chennai Port,Panamax,5.22,1.18,2023-11-01,58.018522606265876,60,35.005833333333335,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-11-01,Chennai Port,Supramax,6.35,1.42,2023-11-01,78.33635003947113,60,36.2085,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-11-01,Kamarajar Port (Ennore),MR Tanker,4.99,1.07,2023-11-01,53.87279581304462,60,42.6775,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-11-01,Kamarajar Port (Ennore),Panamax,3.93,0.86,2023-11-01,34.74842972541778,30,39.266333333333336,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-11-01,Kolkata / Haldia Dock Complex (HDC),Handysize,5.97,1.22,2023-11-01,71.50171007198047,90,48.856,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-11-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,5.76,1.12,2023-11-01,67.68202131898212,90,55.92433333333334,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-11-01,Paradip Port,Capesize,5.57,1.02,2023-11-01,64.20254095196961,90,62.36311111111112,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-11-01,Paradip Port,MR Tanker,3.34,0.63,2023-11-01,24.201549452991195,30,58.78333333333333,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-11-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.51,1.51,2023-11-01,81.19248530251048,90,30.923222222222225,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-11-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,4.69,1.07,2023-11-01,48.45467334594855,30,33.303333333333335,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-11-01,Visakhapatnam Port (Vizag),Capesize,3.7,0.77,2023-11-01,30.566676629409457,30,47.00466666666667,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-11-01,Visakhapatnam Port (Vizag),MR Tanker,4.78,0.97,2023-11-01,50.057790479408595,60,49.73716666666667,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-11-01,Visakhapatnam Port (Vizag),Panamax,5.53,1.01,2023-11-01,63.61345085756316,90,63.45322222222222,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-12-01,Chennai Port,MR Tanker,6.51,1.47,2023-12-01,81.09949752604722,93,34.97537634408602,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-12-01,Chennai Port,Panamax,5.31,1.2,2023-12-01,59.607790855657726,62,34.65161290322581,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-12-01,Chennai Port,Supramax,6.39,1.41,2023-12-01,79.02763647415124,62,38.80935483870967,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-12-01,Kamarajar Port (Ennore),MR Tanker,5.15,1.12,2023-12-01,56.66464529224462,62,40.097903225806455,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-12-01,Kamarajar Port (Ennore),Panamax,3.9,0.84,2023-12-01,34.12925081941991,31,41.70548387096774,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-12-01,Kolkata / Haldia Dock Complex (HDC),Handysize,5.85,1.12,2023-12-01,69.30588056012233,93,56.7994623655914,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-12-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,6.13,1.27,2023-12-01,74.30726109800632,93,47.54440860215054,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-12-01,Paradip Port,Capesize,5.61,1.01,2023-12-01,65.0,93,64.81483870967742,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-12-01,Paradip Port,MR Tanker,3.39,0.64,2023-12-01,24.931038434603014,31,58.72677419354839,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-12-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.71,1.59,2023-12-01,84.79480837402022,93,28.137204301075272,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-12-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,4.89,1.15,2023-12-01,52.097709633611004,31,28.501935483870966,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-12-01,Visakhapatnam Port (Vizag),Capesize,3.79,0.8,2023-12-01,32.19655588877395,31,45.28193548387097,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-12-01,Visakhapatnam Port (Vizag),MR Tanker,4.95,1.03,2023-12-01,53.15382397870536,62,46.59467741935484,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2023-12-01,Visakhapatnam Port (Vizag),Panamax,5.77,1.09,2023-12-01,67.87360259657667,93,59.44989247311828,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-01-01,Chennai Port,MR Tanker,6.61,1.53,2024-01-01,82.99360944854703,93,31.47032258064516,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-01-01,Chennai Port,Panamax,5.55,1.33,2024-01-01,63.89259660971904,62,26.72258064516129,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-01-01,Chennai Port,Supramax,6.6,1.52,2024-01-01,82.8491846492289,62,31.73758064516129,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-01-01,Kamarajar Port (Ennore),MR Tanker,5.34,1.22,2024-01-01,60.150451568122854,62,33.64741935483871,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-01-01,Kamarajar Port (Ennore),Panamax,4.15,0.95,2024-01-01,38.66908793304964,31,33.30451612903226,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-01-01,Kolkata / Haldia Dock Complex (HDC),Handysize,6.25,1.33,2024-01-01,76.43815880092112,93,43.601182795698925,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-01-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,6.21,1.31,2024-01-01,75.72321101141786,93,44.924193548387095,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-01-01,Paradip Port,Capesize,6.17,1.29,2024-01-01,75.02894929254718,93,46.2089247311828,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-01-01,Paradip Port,MR Tanker,3.9,0.84,2024-01-01,34.19427248525656,31,41.585161290322574,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-01-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.77,1.62,2024-01-01,85.90645224276103,93,26.08010752688172,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-01-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,5.17,1.29,2024-01-01,56.97206840070061,31,19.48193548387097,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-01-01,Visakhapatnam Port (Vizag),Capesize,4.12,0.94,2024-01-01,38.10271958907303,31,34.35258064516129,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-01-01,Visakhapatnam Port (Vizag),MR Tanker,5.27,1.18,2024-01-01,58.92000806059471,62,35.924354838709675,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-01-01,Visakhapatnam Port (Vizag),Panamax,6.32,1.37,2024-01-01,77.71314127794327,93,41.24182795698925,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-02-01,Chennai Port,MR Tanker,6.68,1.65,2024-02-01,84.16231575191846,87,21.547471264367815,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-02-01,Chennai Port,Panamax,5.6,1.4,2024-02-01,64.7608628443735,58,19.942413793103448,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-02-01,Chennai Port,Supramax,6.69,1.66,2024-02-01,84.45509157637849,58,21.00568965517241,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-02-01,Kamarajar Port (Ennore),MR Tanker,5.36,1.27,2024-02-01,60.40183549292677,58,28.008793103448276,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-02-01,Kamarajar Port (Ennore),Panamax,4.35,1.06,2024-02-01,42.328976729285046,29,23.945172413793102,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-02-01,Kolkata / Haldia Dock Complex (HDC),Handysize,6.37,1.47,2024-02-01,78.70793350995714,87,31.64080459770115,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-02-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,6.22,1.39,2024-02-01,75.89222948988757,87,36.85126436781609,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-02-01,Paradip Port,Capesize,6.36,1.46,2024-02-01,78.4080455964124,87,32.195747126436785,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-02-01,Paradip Port,MR Tanker,4.27,1.02,2024-02-01,40.94780281760724,29,26.50103448275862,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-02-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.63,1.62,2024-02-01,83.25240314928452,87,23.23126436781609,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-02-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,5.05,1.26,2024-02-01,54.83739445647272,29,19.55206896551724,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-02-01,Visakhapatnam Port (Vizag),Capesize,4.25,1.01,2024-02-01,40.54232056830733,29,27.251379310344827,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-02-01,Visakhapatnam Port (Vizag),MR Tanker,5.24,1.21,2024-02-01,58.23932561097573,58,32.01051724137931,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-02-01,Visakhapatnam Port (Vizag),Panamax,6.43,1.51,2024-02-01,79.80381637215051,87,29.612873563218393,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-03-01,Chennai Port,MR Tanker,6.99,1.75,2024-03-01,89.83889751278888,93,18.803118279569894,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-03-01,Chennai Port,Panamax,5.7,1.4,2024-03-01,66.56685230837871,62,21.773870967741935,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-03-01,Chennai Port,Supramax,6.73,1.6,2024-03-01,85.11971332891355,62,27.535967741935483,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-03-01,Kamarajar Port (Ennore),MR Tanker,5.67,1.39,2024-03-01,66.02279702935408,62,22.780645161290323,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-03-01,Kamarajar Port (Ennore),Panamax,4.34,1.03,2024-03-01,42.04271876129816,31,27.061612903225804,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-03-01,Kolkata / Haldia Dock Complex (HDC),Handysize,6.58,1.51,2024-03-01,82.35437500183659,93,32.653225806451616,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-03-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,6.59,1.52,2024-03-01,82.6912790398356,93,32.02978494623656,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-03-01,Paradip Port,Capesize,6.64,1.55,2024-03-01,83.5968756994104,93,30.353978494623657,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-03-01,Paradip Port,MR Tanker,4.42,1.07,2024-03-01,43.49969217433496,31,24.365483870967743,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-03-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.93,1.72,2024-03-01,88.71290122987322,93,20.886774193548387,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-03-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,5.03,1.22,2024-03-01,54.522337918120314,31,24.01516129032258,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-03-01,Visakhapatnam Port (Vizag),Capesize,4.31,1.02,2024-03-01,41.55740959859244,31,27.95967741935484,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-03-01,Visakhapatnam Port (Vizag),MR Tanker,5.35,1.22,2024-03-01,60.383518504379154,62,33.21612903225807,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-03-01,Visakhapatnam Port (Vizag),Panamax,6.63,1.54,2024-03-01,83.27839156138477,93,30.943333333333335,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-04-01,Chennai Port,MR Tanker,6.75,1.65,2024-04-01,85.55166793974509,90,22.856555555555556,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-04-01,Chennai Port,Panamax,5.69,1.42,2024-04-01,66.36680768535498,60,19.557333333333336,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-04-01,Chennai Port,Supramax,6.64,1.59,2024-04-01,83.47901469656738,60,26.692,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-04-01,Kamarajar Port (Ennore),MR Tanker,5.56,1.35,2024-04-01,64.10660751425162,60,23.739833333333333,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-04-01,Kamarajar Port (Ennore),Panamax,4.49,1.11,2024-04-01,44.850385158424146,30,20.572666666666667,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-04-01,Kolkata / Haldia Dock Complex (HDC),Handysize,6.52,1.52,2024-04-01,81.2904768460913,90,30.741888888888887,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-04-01,Kolkata / Haldia Dock Complex (HDC),MR Tanker,6.53,1.52,2024-04-01,81.55515008390024,90,30.252111111111113,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-04-01,Paradip Port,Capesize,6.7,1.62,2024-04-01,84.67214580103692,90,24.484111111111112,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-04-01,Paradip Port,MR Tanker,4.32,1.03,2024-04-01,41.81408835953049,30,26.191333333333333,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-04-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),MR Tanker,6.81,1.69,2024-04-01,86.59865234257511,90,20.91911111111111,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-04-01,V.O. Chidambaranar Port (Tuticorin / VOC Port),Supramax,5.08,1.26,2024-04-01,55.3812704513032,30,20.485666666666663,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-04-01,Visakhapatnam Port (Vizag),Capesize,4.1,0.94,2024-04-01,37.795174152119685,30,33.62833333333334,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-04-01,Visakhapatnam Port (Vizag),MR Tanker,5.46,1.3,2024-04-01,62.35680998788398,60,26.977833333333333,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-04-01,Visakhapatnam Port (Vizag),Panamax,6.49,1.5,2024-04-01,80.8490945931118,90,31.558666666666667,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-05-01,Chennai Port,MR Tanker,6.89,1.69,2024-05-01,88.02555423686005,93,22.158709677419356,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-05-01,Chennai Port,Panamax,5.57,1.34,2024-05-01,64.27584093235141,62,26.013387096774192,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-05-01,Chennai Port,Supramax,6.85,1.67,2024-05-01,87.33681267728738,62,23.433225806451613,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-05-01,Kamarajar Port (Ennore),MR Tanker,5.61,1.36,2024-05-01,64.97303705169105,62,24.723225806451612,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
2024-05-01,Kamarajar Port (Ennore),Panamax,4.43,1.08,2024-05-01,43.721079615655455,31,23.955806451612904,"DERIVED: historical freight route activity + port wait-time; monthly vessel-supply proxy, not broker-reported open positions",DERIVED_PROXY
